TransactionID,MemberID,ItemDescription
5561,54,Cola
5561,54,Tomatoes
5561,54,Diaper
5562,29,Eggs
5562,29,Tomatoes
5562,29,Yogurt
5562,29,Bread
5563,527,Tomatoes
5563,527,Cereal
5563,527,Milk
5564,83,Bananas
5564,83,Chicken
5565,751,Butter
5566,754,Beer
5566,754,Chicken
5567,398,Bananas
5567,398,Chips
5568,659,Diaper
5569,811,Lettuce
5569,811,Eggs
5569,811,Apples
5569,811,Beer
5570,754,Beer
5570,754,Butter
5570,754,Milk
5571,378,Eggs
5571,378,Water
5571,378,Juice
5572,647,Cereal
5572,647,Pasta
5572,647,Bread
5572,647,Eggs
5573,787,Cereal
5573,787,Beer
5573,787,Tomatoes
5574,639,Cheese
5574,639,Lettuce
5574,639,Diaper
5574,639,Chicken
5575,647,Apples
5575,647,Cola
5575,647,Butter
5575,647,Lettuce
5575,647,Pasta
5576,614,Water
5576,614,Juice
5577,656,Yogurt
5577,656,Tomatoes
5577,656,Apples
5577,656,Milk
5577,656,Chicken
5578,724,Beer
5578,724,Chicken
5578,724,Water
5578,724,Apples
5578,724,Cereal
5579,510,Pasta
5579,510,Water
5579,510,Juice
5579,510,Eggs
5580,600,Butter
5580,600,Diaper
5581,502,Apples
5582,727,Bananas
5582,727,Water
5582,727,Yogurt
5583,526,Rice
5583,526,Bread
5584,519,Tomatoes
5584,519,Eggs
5584,519,Beer
5584,519,Apples
5585,204,Cola
5586,156,Cola
5586,156,Chips
5586,156,Apples
5586,156,Eggs
5586,156,Pasta
5587,15,Yogurt
5587,15,Diaper
5587,15,Tomatoes
5587,15,Cereal
5587,15,Cheese
5588,171,Cheese
5588,171,Pasta
5588,171,Eggs
5588,171,Butter
5588,171,Chicken
5589,866,Beer
5589,866,Bananas
5589,866,Rice
5589,866,Apples
5589,866,Cheese
5590,348,Chips
5590,348,Apples
5590,348,Cheese
5590,348,Juice
5590,348,Lettuce
5591,810,Pasta
5591,810,Lettuce
5591,810,Diaper
5591,810,Apples
5592,743,Chicken
5592,743,Diaper
5593,188,Tomatoes
5593,188,Cereal
5593,188,Diaper
5593,188,Chips
5594,182,Eggs
5594,182,Tomatoes
5595,728,Water
5596,825,Rice
5596,825,Cheese
5596,825,Apples
5597,244,Bananas
5597,244,Bread
5597,244,Rice
5597,244,Cheese
5598,371,Tomatoes
5598,371,Bananas
5598,371,Chicken
5598,371,Eggs
5598,371,Pasta
5599,469,Cola
5599,469,Diaper
5600,897,Cereal
5600,897,Chicken
5600,897,Bananas
5600,897,Cola
5600,897,Beer
5601,756,Juice
5601,756,Chicken
5601,756,Chips
5601,756,Bananas
5602,846,Tomatoes
5602,846,Bananas
5602,846,Apples
5603,861,Tomatoes
5603,861,Butter
5604,129,Milk
5604,129,Lettuce
5604,129,Bananas
5605,384,Juice
5605,384,Butter
5605,384,Beer
5606,189,Cereal
5607,890,Juice
5608,240,Chicken
5608,240,Chips
5608,240,Bread
5608,240,Lettuce
5608,240,Water
5609,118,Cereal
5609,118,Bread
5609,118,Cola
5610,83,Water
5611,664,Butter
5611,664,Lettuce
5611,664,Rice
5611,664,Bananas
5612,957,Cereal
5612,957,Water
5612,957,Rice
5612,957,Butter
5612,957,Diaper
5613,27,Beer
5613,27,Eggs
5613,27,Cereal
5613,27,Apples
5613,27,Milk
5614,513,Bread
5614,513,Cereal
5614,513,Milk
5614,513,Eggs
5614,513,Water
5615,238,Eggs
5615,238,Water
5616,472,Apples
5616,472,Chips
5616,472,Pasta
5617,623,Tomatoes
5618,899,Beer
5618,899,Diaper
5619,899,Chips
5619,899,Beer
5620,255,Lettuce
5621,866,Cheese
5621,866,Apples
5621,866,Bananas
5621,866,Milk
5622,572,Juice
5622,572,Apples
5622,572,Beer
5622,572,Cereal
5622,572,Chicken
5623,577,Chips
5623,577,Lettuce
5623,577,Bread
5624,46,Bananas
5624,46,Cheese
5625,308,Cheese
5626,71,Cheese
5626,71,Butter
5626,71,Eggs
5626,71,Yogurt
5627,396,Bread
5627,396,Eggs
5627,396,Yogurt
5628,233,Pasta
5628,233,Cola
5629,887,Rice
5629,887,Beer
5630,18,Yogurt
5630,18,Cereal
5630,18,Water
5630,18,Diaper
5630,18,Pasta
5631,111,Chicken
5631,111,Yogurt
5631,111,Tomatoes
5631,111,Bread
5631,111,Butter
5632,834,Juice
5632,834,Bread
5633,746,Rice
5633,746,Butter
5633,746,Chips
5633,746,Cereal
5633,746,Yogurt
5634,568,Juice
5634,568,Diaper
5635,389,Cheese
5635,389,Juice
5635,389,Rice
5635,389,Water
5635,389,Tomatoes
5636,163,Tomatoes
5637,343,Cola
5637,343,Bread
5637,343,Cereal
5638,558,Chicken
5638,558,Diaper
5638,558,Water
5638,558,Cereal
5638,558,Lettuce
5639,587,Juice
5639,587,Pasta
5640,383,Apples
5640,383,Chips
5640,383,Cheese
5640,383,Water
5640,383,Beer
5641,326,Yogurt
5641,326,Apples
5641,326,Chips
5641,326,Cheese
5642,439,Cereal
5643,351,Chicken
5643,351,Eggs
5643,351,Juice
5643,351,Cereal
5644,813,Cola
5645,472,Cheese
5645,472,Cereal
5645,472,Chicken
5645,472,Pasta
5646,581,Chips
5647,556,Apples
5647,556,Cereal
5648,254,Cheese
5648,254,Butter
5648,254,Lettuce
5648,254,Diaper
5648,254,Cola
5649,102,Apples
5650,441,Lettuce
5650,441,Bananas
5650,441,Bread
5650,441,Cereal
5651,294,Milk
5652,611,Butter
5652,611,Rice
5652,611,Eggs
5652,611,Bananas
5652,611,Beer
5653,628,Butter
5653,628,Apples
5654,574,Juice
5654,574,Pasta
5654,574,Eggs
5654,574,Cola
5654,574,Cheese
5655,886,Juice
5655,886,Chips
5655,886,Yogurt
5656,401,Chips
5656,401,Chicken
5656,401,Cheese
5656,401,Diaper
5657,111,Apples
5657,111,Rice
5657,111,Lettuce
5658,405,Chicken
5658,405,Beer
5658,405,Pasta
5658,405,Bread
5659,475,Milk
5659,475,Bananas
5659,475,Diaper
5659,475,Water
5659,475,Eggs
5660,620,Bananas
5661,40,Bread
5661,40,Cola
5661,40,Juice
5661,40,Cereal
5662,961,Chips
5662,961,Chicken
5663,496,Tomatoes
5663,496,Butter
5663,496,Rice
5663,496,Milk
5664,341,Pasta
5664,341,Tomatoes
5665,10,Eggs
5665,10,Cola
5665,10,Chicken
5665,10,Apples
5666,853,Apples
5666,853,Rice
5666,853,Diaper
5667,65,Bananas
5667,65,Lettuce
5667,65,Beer
5667,65,Cola
5668,594,Juice
5668,594,Cola
5668,594,Water
5669,435,Apples
5669,435,Tomatoes
5669,435,Cereal
5669,435,Cheese
5670,747,Rice
5670,747,Juice
5670,747,Apples
5670,747,Tomatoes
5671,168,Milk
5672,858,Tomatoes
5672,858,Chips
5672,858,Cheese
5672,858,Eggs
5672,858,Water
5673,827,Apples
5673,827,Cola
5673,827,Bananas
5673,827,Eggs
5673,827,Tomatoes
5674,55,Cereal
5675,66,Tomatoes
5675,66,Water
5676,716,Tomatoes
5677,265,Juice
5678,786,Butter
5678,786,Water
5678,786,Rice
5678,786,Cereal
5679,446,Eggs
5679,446,Cheese
5679,446,Water
5680,894,Milk
5680,894,Cheese
5680,894,Butter
5680,894,Yogurt
5681,215,Rice
5681,215,Eggs
5681,215,Apples
5682,388,Yogurt
5682,388,Chips
5682,388,Cheese
5683,479,Chicken
5683,479,Diaper
5683,479,Lettuce
5683,479,Bread
5684,867,Diaper
5684,867,Rice
5684,867,Water
5684,867,Pasta
5684,867,Tomatoes
5685,523,Cola
5685,523,Apples
5685,523,Bananas
5685,523,Eggs
5685,523,Juice
5686,743,Water
5686,743,Bread
5687,467,Pasta
5687,467,Bananas
5687,467,Diaper
5687,467,Lettuce
5687,467,Juice
5688,975,Chicken
5688,975,Bread
5688,975,Eggs
5688,975,Cheese
5689,174,Yogurt
5689,174,Tomatoes
5689,174,Butter
5690,292,Bananas
5690,292,Milk
5691,173,Beer
5691,173,Lettuce
5691,173,Bread
5691,173,Tomatoes
5692,424,Milk
5692,424,Butter
5692,424,Rice
5693,614,Apples
5693,614,Juice
5693,614,Pasta
5693,614,Bananas
5694,605,Cereal
5694,605,Rice
5694,605,Yogurt
5695,702,Butter
5695,702,Bananas
5695,702,Chips
5695,702,Chicken
5695,702,Pasta
5696,909,Butter
5696,909,Cereal
5696,909,Yogurt
5696,909,Tomatoes
5696,909,Pasta
5697,115,Diaper
5697,115,Rice
5697,115,Water
5697,115,Chips
5697,115,Chicken
5698,22,Water
5698,22,Cola
5699,854,Tomatoes
5699,854,Bananas
5699,854,Bread
5700,875,Rice
5700,875,Tomatoes
5700,875,Beer
5701,28,Cereal
5701,28,Beer
5701,28,Chips
5702,888,Diaper
5702,888,Apples
5702,888,Beer
5702,888,Cola
5703,281,Bananas
5703,281,Cereal
5703,281,Cola
5703,281,Yogurt
5703,281,Chicken
5704,921,Rice
5704,921,Eggs
5704,921,Bananas
5704,921,Butter
5704,921,Juice
5705,546,Beer
5706,14,Bananas
5706,14,Beer
5706,14,Rice
5706,14,Cereal
5706,14,Lettuce
5707,6,Cola
5707,6,Chips
5707,6,Eggs
5707,6,Juice
5707,6,Lettuce
5708,506,Bread
5709,272,Bananas
5710,88,Tomatoes
5710,88,Eggs
5710,88,Cereal
5710,88,Yogurt
5710,88,Pasta
5711,384,Yogurt
5711,384,Cereal
5712,559,Bread
5712,559,Yogurt
5712,559,Tomatoes
5713,133,Yogurt
5713,133,Cereal
5713,133,Diaper
5714,600,Cereal
5714,600,Diaper
5715,356,Cheese
5715,356,Chips
5716,844,Cereal
5716,844,Pasta
5716,844,Bananas
5716,844,Butter
5716,844,Chips
5717,490,Butter
5718,171,Pasta
5719,394,Juice
5719,394,Cheese
5719,394,Bananas
5719,394,Lettuce
5720,582,Cola
5720,582,Yogurt
5720,582,Bananas
5720,582,Juice
5720,582,Butter
5721,832,Chicken
5721,832,Butter
5722,761,Diaper
5722,761,Tomatoes
5722,761,Cola
5722,761,Water
5723,958,Cola
5723,958,Beer
5723,958,Juice
5723,958,Water
5723,958,Pasta
5724,52,Yogurt
5725,875,Tomatoes
5726,515,Apples
5726,515,Bananas
5727,907,Tomatoes
5727,907,Diaper
5727,907,Cheese
5727,907,Beer
5728,161,Apples
5728,161,Rice
5728,161,Water
5729,949,Bananas
5729,949,Juice
5730,398,Pasta
5730,398,Milk
5731,235,Eggs
5731,235,Cereal
5731,235,Yogurt
5731,235,Milk
5732,803,Yogurt
5732,803,Bread
5732,803,Chicken
5733,945,Pasta
5733,945,Cheese
5733,945,Beer
5733,945,Apples
5733,945,Diaper
5734,408,Water
5734,408,Juice
5734,408,Tomatoes
5734,408,Apples
5734,408,Cola
5735,79,Cheese
5735,79,Pasta
5735,79,Beer
5736,367,Cereal
5736,367,Yogurt
5736,367,Cheese
5736,367,Milk
5736,367,Cola
5737,200,Bananas
5737,200,Chicken
5737,200,Tomatoes
5737,200,Diaper
5738,72,Chicken
5739,594,Rice
5739,594,Bananas
5739,594,Cheese
5740,342,Rice
5740,342,Water
5740,342,Tomatoes
5741,145,Water
5741,145,Butter
5741,145,Chicken
5742,908,Bread
5743,672,Cereal
5743,672,Lettuce
5743,672,Juice
5744,926,Chips
5745,802,Juice
5745,802,Chips
5745,802,Chicken
5745,802,Cola
5745,802,Milk
5746,676,Eggs
5747,803,Yogurt
5747,803,Milk
5747,803,Chips
5747,803,Cereal
5747,803,Chicken
5748,674,Bananas
5748,674,Lettuce
5748,674,Apples
5749,69,Bread
5749,69,Rice
5750,921,Lettuce
5750,921,Bananas
5750,921,Tomatoes
5751,830,Chicken
5752,680,Eggs
5753,675,Cola
5753,675,Water
5754,719,Bananas
5754,719,Water
5754,719,Juice
5755,966,Juice
5755,966,Lettuce
5755,966,Chips
5755,966,Bananas
5755,966,Bread
5756,603,Cheese
5756,603,Bread
5756,603,Juice
5757,631,Pasta
5757,631,Eggs
5758,179,Apples
5758,179,Water
5759,168,Bread
5759,168,Bananas
5759,168,Apples
5760,538,Beer
5760,538,Water
5761,681,Pasta
5762,476,Rice
5763,164,Cola
5763,164,Water
5763,164,Butter
5763,164,Eggs
5763,164,Rice
5764,499,Chips
5764,499,Butter
5764,499,Lettuce
5765,277,Butter
5765,277,Lettuce
5765,277,Eggs
5765,277,Yogurt
5765,277,Bananas
5766,552,Cola
5766,552,Cereal
5767,901,Pasta
5767,901,Juice
5767,901,Bread
5768,124,Cola
5768,124,Juice
5769,902,Butter
5769,902,Cola
5769,902,Bread
5770,173,Tomatoes
5771,887,Bananas
5772,48,Bananas
5772,48,Water
5772,48,Bread
5772,48,Juice
5773,121,Water
5773,121,Chicken
5774,591,Cola
5774,591,Yogurt
5775,35,Cola
5776,374,Milk
5776,374,Beer
5777,190,Chips
5778,76,Apples
5778,76,Cereal
5779,176,Cereal
5779,176,Butter
5779,176,Milk
5779,176,Bananas
5779,176,Diaper
5780,954,Cereal
5780,954,Lettuce
5780,954,Rice
5780,954,Milk
5780,954,Beer
5781,293,Cheese
5781,293,Pasta
5781,293,Milk
5781,293,Rice
5781,293,Juice
5782,165,Bananas
5782,165,Butter
5783,973,Bananas
5783,973,Eggs
5784,187,Rice
5784,187,Bananas
5784,187,Cheese
5785,806,Bread
5785,806,Chips
5785,806,Pasta
5785,806,Lettuce
5786,48,Beer
5786,48,Diaper
5786,48,Bread
5787,354,Milk
5787,354,Pasta
5787,354,Apples
5788,71,Pasta
5788,71,Lettuce
5788,71,Juice
5788,71,Tomatoes
5789,971,Bread
5790,797,Apples
5791,439,Beer
5792,4,Cola
5792,4,Tomatoes
5792,4,Eggs
5792,4,Bread
5792,4,Beer
5793,873,Diaper
5793,873,Rice
5794,998,Lettuce
5795,862,Bread
5795,862,Cola
5795,862,Juice
5795,862,Tomatoes
5796,732,Chips
5796,732,Water
5796,732,Milk
5797,720,Cheese
5797,720,Rice
5798,162,Apples
5798,162,Cola
5798,162,Pasta
5799,368,Milk
5800,45,Cheese
5800,45,Milk
5801,638,Cereal
5801,638,Chips
5802,102,Butter
5802,102,Eggs
5803,412,Eggs
5803,412,Water
5804,249,Butter
5804,249,Pasta
5804,249,Cheese
5804,249,Juice
5805,610,Eggs
5805,610,Lettuce
5805,610,Bananas
5805,610,Pasta
5805,610,Chips
5806,943,Bread
5806,943,Tomatoes
5806,943,Juice
5807,979,Cereal
5808,227,Rice
5809,190,Butter
5809,190,Yogurt
5809,190,Milk
5809,190,Bread
5809,190,Chicken
5810,659,Milk
5810,659,Cheese
5810,659,Yogurt
5811,770,Water
5812,475,Juice
5812,475,Yogurt
5812,475,Bread
5813,351,Eggs
5813,351,Butter
5813,351,Chicken
5813,351,Cheese
5814,839,Rice
5814,839,Diaper
5815,181,Cola
5815,181,Chips
5815,181,Bread
5815,181,Bananas
5815,181,Milk
5816,359,Apples
5816,359,Butter
5817,75,Yogurt
5817,75,Eggs
5817,75,Rice
5817,75,Lettuce
5818,801,Yogurt
5818,801,Cheese
5818,801,Butter
5819,80,Butter
5819,80,Water
5819,80,Bananas
5820,264,Juice
5820,264,Rice
5820,264,Cheese
5821,436,Yogurt
5821,436,Water
5821,436,Lettuce
5822,249,Chips
5822,249,Pasta
5822,249,Yogurt
5822,249,Cheese
5823,77,Eggs
5823,77,Milk
5823,77,Chicken
5824,375,Eggs
5824,375,Chicken
5824,375,Cereal
5824,375,Yogurt
5825,666,Water
5825,666,Milk
5825,666,Chicken
5825,666,Butter
5826,765,Lettuce
5826,765,Water
5826,765,Bananas
5826,765,Milk
5827,979,Pasta
5827,979,Bread
5827,979,Lettuce
5827,979,Juice
5828,128,Diaper
5828,128,Eggs
5828,128,Bread
5828,128,Cola
5828,128,Bananas
5829,35,Chicken
5829,35,Lettuce
5830,614,Diaper
5830,614,Chips
5830,614,Cola
5830,614,Bananas
5831,4,Water
5831,4,Chips
5831,4,Chicken
5831,4,Cheese
5832,150,Water
5832,150,Pasta
5832,150,Yogurt
5832,150,Bananas
5832,150,Butter
5833,231,Chicken
5833,231,Cola
5833,231,Pasta
5834,406,Water
5834,406,Diaper
5834,406,Milk
5834,406,Pasta
5835,809,Chips
5835,809,Water
5835,809,Juice
5836,654,Juice
5836,654,Pasta
5836,654,Chicken
5836,654,Tomatoes
5837,243,Yogurt
5837,243,Juice
5838,76,Tomatoes
5838,76,Rice
5839,487,Yogurt
5839,487,Butter
5839,487,Juice
5840,655,Beer
5840,655,Bananas
5840,655,Bread
5840,655,Cola
5840,655,Cereal
5841,730,Rice
5841,730,Pasta
5841,730,Eggs
5841,730,Bread
5841,730,Beer
5842,744,Milk
5843,356,Beer
5843,356,Cheese
5843,356,Water
5844,256,Chips
5844,256,Chicken
5844,256,Cheese
5845,106,Chicken
5845,106,Rice
5845,106,Cheese
5845,106,Yogurt
5846,261,Cheese
5846,261,Cereal
5846,261,Beer
5846,261,Pasta
5846,261,Apples
5847,921,Pasta
5847,921,Tomatoes
5847,921,Juice
5847,921,Eggs
5847,921,Butter
5848,734,Butter
5848,734,Yogurt
5848,734,Milk
5848,734,Cheese
5849,415,Butter
5849,415,Water
5849,415,Milk
5849,415,Chicken
5849,415,Apples
5850,935,Tomatoes
5851,25,Butter
5851,25,Cereal
5852,822,Pasta
5852,822,Milk
5852,822,Apples
5853,410,Diaper
5853,410,Chips
5853,410,Apples
5854,294,Juice
5854,294,Chips
5854,294,Apples
5855,98,Diaper
5856,981,Rice
5857,469,Bread
5857,469,Chips
5857,469,Beer
5857,469,Milk
5858,85,Eggs
5858,85,Juice
5858,85,Bread
5858,85,Diaper
5858,85,Cereal
5859,537,Chicken
5859,537,Cereal
5859,537,Lettuce
5860,450,Juice
5860,450,Butter
5860,450,Cereal
5860,450,Bread
5860,450,Cola
5861,319,Juice
5861,319,Milk
5861,319,Apples
5861,319,Cola
5862,302,Cereal
5863,242,Butter
5863,242,Juice
5864,808,Beer
5865,211,Chicken
5865,211,Rice
5865,211,Milk
5866,49,Yogurt
5866,49,Apples
5867,338,Milk
5867,338,Chips
5868,362,Water
5868,362,Rice
5869,454,Yogurt
5869,454,Chips
5870,412,Eggs
5870,412,Juice
5870,412,Cereal
5870,412,Bananas
5870,412,Butter
5871,864,Cola
5871,864,Chips
5871,864,Cheese
5871,864,Apples
5871,864,Lettuce
5872,582,Bread
5872,582,Butter
5872,582,Water
5872,582,Rice
5872,582,Beer
5873,867,Bread
5873,867,Yogurt
5873,867,Butter
5873,867,Cheese
5874,390,Yogurt
5875,906,Butter
5875,906,Milk
5875,906,Cereal
5875,906,Beer
5876,124,Lettuce
5876,124,Eggs
5877,237,Diaper
5877,237,Lettuce
5877,237,Rice
5877,237,Chicken
5877,237,Eggs
5878,878,Lettuce
5878,878,Apples
5878,878,Bananas
5878,878,Bread
5879,683,Yogurt
5879,683,Chicken
5880,516,Chicken
5880,516,Bread
5880,516,Rice
5880,516,Butter
5881,350,Lettuce
5881,350,Water
5881,350,Yogurt
5882,772,Apples
5882,772,Butter
5882,772,Lettuce
5883,741,Tomatoes
5883,741,Bread
5883,741,Beer
5883,741,Eggs
5883,741,Pasta
5884,288,Rice
5885,110,Rice
5885,110,Juice
5885,110,Pasta
5885,110,Chips
5885,110,Cola
5886,34,Cheese
5886,34,Pasta
5886,34,Diaper
5887,245,Water
5887,245,Cheese
5888,483,Beer
5888,483,Bananas
5888,483,Cheese
5889,927,Cereal
5889,927,Lettuce
5889,927,Chicken
5889,927,Bread
5889,927,Beer
5890,56,Cola
5890,56,Milk
5890,56,Yogurt
5891,464,Apples
5891,464,Bananas
5892,322,Bread
5893,648,Chicken
5893,648,Water
5893,648,Bananas
5894,590,Yogurt
5895,539,Eggs
5896,468,Lettuce
5896,468,Apples
5896,468,Beer
5897,238,Pasta
5897,238,Tomatoes
5897,238,Cheese
5897,238,Chips
5898,831,Tomatoes
5898,831,Milk
5898,831,Juice
5898,831,Apples
5898,831,Eggs
5899,298,Apples
5899,298,Lettuce
5899,298,Tomatoes
5899,298,Butter
5899,298,Rice
5900,556,Lettuce
5900,556,Tomatoes
5901,605,Rice
5901,605,Milk
5901,605,Chips
5902,937,Chips
5902,937,Milk
5902,937,Butter
5903,828,Juice
5904,609,Beer
5904,609,Chips
5905,422,Juice
5906,251,Rice
5907,386,Chicken
5907,386,Cheese
5907,386,Milk
5908,696,Yogurt
5908,696,Juice
5908,696,Pasta
5909,473,Eggs
5909,473,Tomatoes
5909,473,Rice
5909,473,Chips
5910,703,Eggs
5910,703,Lettuce
5910,703,Water
5910,703,Pasta
5911,961,Chicken
5912,3,Cheese
5912,3,Bread
5912,3,Chicken
5912,3,Milk
5913,132,Lettuce
5913,132,Chicken
5913,132,Butter
5913,132,Beer
5914,272,Yogurt
5914,272,Rice
5914,272,Pasta
5914,272,Chips
5914,272,Cheese
5915,341,Tomatoes
5915,341,Lettuce
5915,341,Butter
5915,341,Chips
5915,341,Bread
5916,720,Water
5916,720,Milk
5917,146,Tomatoes
5917,146,Cheese
5917,146,Eggs
5917,146,Water
5918,220,Beer
5918,220,Apples
5919,432,Bananas
5919,432,Cheese
5919,432,Cola
5919,432,Cereal
5919,432,Rice
5920,161,Chips
5920,161,Water
5920,161,Bread
5920,161,Pasta
5920,161,Tomatoes
5921,857,Cola
5922,439,Cheese
5922,439,Eggs
5922,439,Chicken
5922,439,Cereal
5923,153,Cereal
5923,153,Cola
5923,153,Lettuce
5923,153,Milk
5924,347,Eggs
5924,347,Cheese
5924,347,Lettuce
5924,347,Milk
5925,305,Milk
5925,305,Cheese
5926,137,Bread
5926,137,Eggs
5926,137,Cheese
5926,137,Rice
5927,445,Butter
5927,445,Cheese
5927,445,Cola
5928,187,Tomatoes
5928,187,Beer
5928,187,Butter
5929,239,Eggs
5930,389,Beer
5931,428,Cheese
5932,188,Butter
5932,188,Tomatoes
5932,188,Lettuce
5932,188,Juice
5933,360,Tomatoes
5933,360,Cheese
5933,360,Cola
5933,360,Rice
5934,880,Cheese
5934,880,Milk
5934,880,Apples
5934,880,Yogurt
5934,880,Eggs
5935,233,Cola
5935,233,Eggs
5935,233,Beer
5936,575,Water
5936,575,Pasta
5936,575,Juice
5937,135,Yogurt
5937,135,Butter
5937,135,Apples
5937,135,Milk
5937,135,Cola
5938,621,Pasta
5938,621,Tomatoes
5938,621,Water
5938,621,Diaper
5939,840,Eggs
5939,840,Cereal
5939,840,Milk
5940,427,Water
5940,427,Cheese
5941,82,Eggs
5941,82,Lettuce
5941,82,Cheese
5941,82,Water
5942,508,Bread
5942,508,Diaper
5942,508,Lettuce
5942,508,Beer
5943,585,Juice
5944,413,Eggs
5944,413,Tomatoes
5944,413,Cereal
5944,413,Bread
5944,413,Diaper
5945,49,Apples
5945,49,Rice
5945,49,Yogurt
5945,49,Lettuce
5946,186,Lettuce
5947,957,Bread
5948,428,Cola
5948,428,Juice
5948,428,Bananas
5949,848,Water
5950,972,Butter
5950,972,Beer
5950,972,Cereal
5950,972,Bananas
5951,113,Beer
5952,311,Chips
5952,311,Water
5952,311,Cheese
5953,472,Bread
5953,472,Pasta
5953,472,Juice
5954,248,Diaper
5954,248,Lettuce
5954,248,Milk
5954,248,Beer
5955,328,Pasta
5956,697,Lettuce
5956,697,Milk
5956,697,Apples
5956,697,Cola
5956,697,Tomatoes
5957,69,Cola
5958,212,Beer
5959,825,Eggs
5959,825,Beer
5959,825,Rice
5960,477,Chicken
5960,477,Butter
5960,477,Cheese
5960,477,Pasta
5961,280,Beer
5962,179,Butter
5963,423,Tomatoes
5963,423,Yogurt
5964,811,Water
5965,749,Chips
5965,749,Lettuce
5966,778,Tomatoes
5966,778,Rice
5966,778,Yogurt
5967,595,Pasta
5968,14,Bread
5968,14,Tomatoes
5968,14,Eggs
5969,390,Chips
5969,390,Beer
5969,390,Bananas
5970,713,Milk
5970,713,Beer
5970,713,Eggs
5970,713,Cola
5970,713,Juice
5971,809,Lettuce
5971,809,Rice
5971,809,Milk
5971,809,Bananas
5971,809,Beer
5972,945,Yogurt
5972,945,Beer
5972,945,Chicken
5972,945,Pasta
5973,290,Juice
5974,379,Butter
5974,379,Chicken
5975,68,Bananas
5975,68,Milk
5975,68,Chips
5976,296,Milk
5976,296,Chicken
5977,389,Chips
5977,389,Beer
5977,389,Lettuce
5977,389,Yogurt
5978,319,Lettuce
5979,957,Chicken
5979,957,Tomatoes
5979,957,Apples
5979,957,Cola
5980,947,Rice
5980,947,Butter
5980,947,Tomatoes
5980,947,Water
5980,947,Cereal
5981,49,Juice
5981,49,Lettuce
5982,890,Tomatoes
5982,890,Chips
5983,312,Bread
5983,312,Chips
5984,110,Cola
5984,110,Lettuce
5984,110,Eggs
5984,110,Tomatoes
5985,183,Pasta
5985,183,Apples
5986,745,Tomatoes
5986,745,Milk
5986,745,Bread
5987,136,Chicken
5987,136,Tomatoes
5987,136,Juice
5987,136,Yogurt
5988,294,Water
5988,294,Tomatoes
5989,997,Chicken
5989,997,Chips
5989,997,Water
5990,668,Yogurt
5990,668,Cheese
5990,668,Apples
5990,668,Milk
5990,668,Tomatoes
5991,247,Juice
5991,247,Apples
5992,362,Beer
5992,362,Milk
5992,362,Bananas
5992,362,Pasta
5992,362,Bread
5993,775,Diaper
5993,775,Apples
5993,775,Eggs
5994,59,Diaper
5994,59,Chips
5994,59,Water
5995,336,Chicken
5995,336,Milk
5995,336,Yogurt
5995,336,Pasta
5995,336,Water
5996,924,Bananas
5996,924,Diaper
5996,924,Chips
5997,498,Pasta
5997,498,Tomatoes
5997,498,Apples
5998,164,Juice
5998,164,Apples
5999,788,Eggs
5999,788,Pasta
5999,788,Milk
5999,788,Chips
6000,197,Chicken
6000,197,Cheese
6000,197,Lettuce
6000,197,Tomatoes
6000,197,Pasta
6001,323,Lettuce
6001,323,Pasta
6001,323,Rice
6001,323,Chicken
6001,323,Yogurt
6002,178,Rice
6002,178,Bananas
6002,178,Apples
6002,178,Eggs
6002,178,Diaper
6003,825,Pasta
6003,825,Bananas
6003,825,Beer
6004,120,Pasta
6005,414,Cheese
6006,732,Tomatoes
6006,732,Lettuce
6006,732,Water
6006,732,Bread
6007,94,Diaper
6007,94,Beer
6008,656,Juice
6008,656,Chicken
6008,656,Pasta
6009,961,Milk
6009,961,Juice
6009,961,Chicken
6009,961,Butter
6009,961,Cola
6010,381,Pasta
6011,997,Apples
6011,997,Bread
6012,622,Cheese
6013,882,Apples
6014,745,Rice
6014,745,Butter
6014,745,Bread
6014,745,Juice
6014,745,Diaper
6015,487,Water
6015,487,Milk
6015,487,Chicken
6015,487,Cola
6015,487,Cereal
6016,410,Apples
6016,410,Water
6016,410,Eggs
6016,410,Bananas
6016,410,Tomatoes
6017,327,Pasta
6017,327,Eggs
6017,327,Bread
6017,327,Water
6018,602,Water
6018,602,Juice
6018,602,Butter
6018,602,Bread
6019,493,Rice
6019,493,Cola
6019,493,Chicken
6019,493,Apples
6020,339,Yogurt
6020,339,Tomatoes
6020,339,Cola
6020,339,Apples
6021,582,Rice
6021,582,Tomatoes
6021,582,Pasta
6021,582,Diaper
6022,37,Rice
6022,37,Bananas
6022,37,Eggs
6023,864,Chicken
6023,864,Yogurt
6023,864,Bananas
6023,864,Milk
6023,864,Cheese
6024,210,Juice
6024,210,Cola
6024,210,Bananas
6025,933,Eggs
6025,933,Diaper
6026,13,Cereal
6026,13,Beer
6026,13,Yogurt
6026,13,Eggs
6027,708,Diaper
6027,708,Bananas
6027,708,Milk
6027,708,Pasta
6027,708,Butter
6028,570,Butter
6028,570,Yogurt
6029,626,Bananas
6029,626,Yogurt
6029,626,Diaper
6030,403,Chicken
6031,296,Water
6031,296,Chips
6031,296,Lettuce
6031,296,Eggs
6031,296,Bread
6032,650,Milk
6032,650,Chips
6033,577,Eggs
6033,577,Tomatoes
6033,577,Milk
6034,609,Rice
6034,609,Chicken
6034,609,Pasta
6034,609,Apples
6034,609,Bananas
6035,715,Apples
